id,source,target,draft_prediction,refined_prediction
1471,"Mặc dù có nhiều tiến bộ về mặt chẩn đoán hình ảnh và hiểu biết cơ chế sinh lý bệnh tuy nhiên một số trường hợp tắc ruột non vẫn chẩn đoán muộn hoặc thiếu sót dẫn đến tăng tỷ lệ di chứng, tử vong.","Despite many advances in imaging diagnostic and urlophysiology, some cases of SBO are still diagnosed late or lacking of inaccuracy, leading to increased morbidity and mortality.","Mặc dù có nhiều tiến bộ về mặt chẩn đoán hình ảnh và hiểu biết cơ chế sinh lý bệnh tuy nhiên một số trường hợp tắc ruột non vẫn chẩn đoán muộn hoặc thiếu sót dẫn đến tăng tỷ lệ di chứng, tử vong.","Although there have beenmany advances in diagnostic imaging and understanding of pathophysiology, somecases of smallbowel obstruction are still diagnosed late or missed, leading to increased morbidity and mortality."
1472,"Kết luận: Biến chứng hay gặp của tắc ruột non là thiếu máu ruột, chụp cắt lớp vi tính là phương pháp được lựa chọn trong bệnh lý này bởi khả năng đánh giá thành ruột, mạch mạc treo và khoang phúc mạc. Các dấu hiệu thiếu máu ruột có thể thấy trên chụp cắt lớp vi tính ngấm thuốc bất thường của thành ruột, thành ruột dày có thể tăng tỷ trọng, dấu hiệu vòng halo hoặc bia bắn, tụ dịch khu trú hoặc chảy máu trong mạc treo, khí trong thành ruột, tĩnh mạch cửa trong những trường hợp muộn.","Conclusion: The main complication of SBO is intestinal ischemia, computed tomography imaging is the modality of choice in this urlology because of its ability to assess the bowel wall, the supporting mesentery and peritoneal cavity all in one, signs of intestinal ischemia can be seen on computed tomography: abnormal enhancement of the intestinal wall, thickening of the intestinal wall that may increase density, signs of halo ring or target, localized fluid collection or bleeding in the mesentery, gas in the intestinal wall, portal vein in the late cases.","Conclusion: Common complications of smallbowel obstruction are intestinal ischemia, computed tomography is the method of choice in this pathology because of the ability to evaluate the bowelwall, mesenteric vessels and peritoneal cavity. Signs of intestinal ischemia can be seen on abnormal contrast-enhanced computed tomography of the bowelwall, thickened bowelwallmay be hypodense, halo sign or target sign, localized fluid collection or bleeding in the mesentery, gas in the bowelwall, portal vein thrombosis in latecases.","Conclusion: Common complications of smallbowel obstruction are intestinal ischemia, computed tomography is the method of choice in this pathology because of the ability to evaluate the bowelwall, mesenteric vessels and peritoneal cavity. Signs of intestinal ischemia can be seen on abnormal contrast-enhanced computed tomography of the bowelwall, thickened bowelwallmay be hypodense, halo sign or target sign, localized fluid collection or bleeding in the mesentery, gas in the bowelwall, portal vein thrombosis in latecases."
1473,"Từ khoá: Tắc ruột non, thiếu máu ruột, tắc ruột quai kín.","Keywords: Small bowel obstruction, intestinal ischemia, closed-loop obstruction.","Từ khoá: tắc ruột non, thiếu máu ruột, tắc ruột quai kín.","Keywords: smallbowel obstruction, ischemic bowel, closed-loop obstruction."
1474,Đặt vấn đề: Viêm phổi là tình trạng nhiễm khuẩn hô hấp cấp tính (NKHHCT) có tổn thương ở phổi.,Brackground: Pneumonia is an acute respiratory infection (ARI) with damage in the lungs.,Đặt vấn đề: Viêm phổi là tình trạng nhiễm khuẩn hô hấp cấp tính (NKHHCT) có tổn thương ở phổi.,Background: Pneumonia is an acute respiratory infection with lung lesions.
1475,"Thời gian điều trị kháng sinh trung bình ở bệnh nhân viêm phổi (7,92 ± 1,79) và viêm phổi nặng (7,76 ± 1,60).",The average duration of antibiotic treatment in patients with pneumonia (7.92 ± 1.79) and severe pneumonia (7.76 ± 1.60).,Thời gian điều trị kháng sinh trung bình ở bệnh nhân viêm phổi (7.92 +/- 1.79) và viêm phổi nặng (7.76 +/- 1.60).,The average duration of antibiotic treatment in patients with pneumonia (7.92 +/- 1.79) and severe pneumonia (7.76 +/- 1.60).
1476,"Tỷ lệ sử dụng 1 loại kháng sinh là cao nhất với 51,21%, tỷ lệ sử dụng 2 kháng sinh tương đối cao 47,56%.","The rate of using one antibiotic is the highest at 51.21%, the rate of using two antibiotics is relatively high at 47.56%.","Tỷ lệ sử dụng 1 loại kháng sinh là cao nhất với 51.21%, tỷ lệ sử dụng 2 kháng sinh tương đối cao 47.56%.","The rate of using 1 antibiotic was the highest with 51.21%, the rate of using 2 antibiotics was relatively high with 47.56%."
1477,"Việc điều trị viêm phổi ở bệnh viện cho hiệu quả tương đối cao với tỷ lệ khỏi nói chung là 64,6% còn lại một tỷ lệ lớn bệnh nhân đỡ 35,4%, tức là giảm triệu chứng nhưng vẫn cần điều trị thêm bằng kháng sinh sau khi xuất viện.","The treatment of pneumonia in the hospital is relatively effective, with an overall cure rate of 64.6%, leaving a large proportion of patients with 35.4% relief, meaning symptom reduction but still need treatment add with antibiotics after discharge.","Việc điều trị viêm phổi tại bệnh viện cho hiệu quả tương đối cao với tỷ lệ khỏi nói chung là 64.6% còn lại một tỷ lệ lớn bệnh nhân đỡ 35.4%, tức là giảm triệu chứng nhưng vẫn cần điều trị thêm bằng kháng sinh sau khi xuất viện.","The treatment of pneumonia at the hospital has relatively high efficiency with a general recovery rate of 64.6% and the rest is a large proportion of patients who are relieved 35.4%, that is, the symptoms are reduced but stillneed to be treated with antibiotics after discharge."
1478,"Kết luận: Tỷ lệ trẻ đã sử dụng kháng sinh trước khi đến bệnh viện ít hơn so với số trẻ chưa sử dụng kháng sinh. Penicilline được sử dụng với tỷ lệ lớn, trong đó kháng sinh ampicilline được sử dụng nhiều nhất.","Conclusion: The proportion of children who have used antibiotics before going to the hospital is less than that of children who have not used penicilline antibiotics in a large proportion, of which ampicilline antibiotic is used the most.","Kết luận: Tỷ lệ trẻ đã sử dụng kháng sinh trước khi đến bệnh viện ít hơn so với số trẻ chưa sử dụng kháng sinh. Penicilline được sử dụng với tỷ lệ lớn, trong đó kháng sinh ampicilline được sử dụng nhiều nhất.","Conclusion: The proportion of children who have used antibiotics before coming to the hospital is lowerthan the number of children who have not used antibiotics. Penicillin is used with a highrate, in which ampicillin is used the most."
1479,Thời gian trung bình sử dụng kháng sinh ban đầu khoảng 8 ngày thời gian dùng phác đồ thay thế là 5 ngày.,"The average time of initial antibiotic use is about 8 days, and the duration of the alternative regimen is 5 days.",Thời gian trung bình sử dụng kháng sinh ban đầu khoảng 8 ngày thời gian dùng phác đồ thay thế là 5 ngày.,"The average duration of initial antibiotic use was 8 days, and the duration of replacement therapy was 5 days."
1480,"Tỷ lệ khỏi nói chung là 64,6%, còn lại 35,4% bệnh nhân đỡ.","The overall cure rate was 64.6%, with the remaining 35.4% of patients getting better.","Tỷ lệ khỏi nói chung là 64.6%, còn lại 35.4% bệnh nhân đỡ.","The overall recovery rate was 64.6%, the remaining 35.4% of patients were better."
1481,"Theo Tổ chức Y tế Thế giới viêm phổi là một trong năm nguyên nhân chính gây tử vong ở trẻ em, đặc biệt là trẻ em dưới 5 tuổi.","According to WHO, pneumonia is one of the five main causes of death in children especially children under 5 years old.","According to the World Health Organization, pneumonia is one of the five leading causes of death in children, especially children under 5 yearsold.","According to the World Health Organization, pneumonia is one of the five leading causes of death in children, especially children under 5 yearsold."
1482,Tính đến thời điểm hiện tại có rất nhiều nghiên cứu về viêm phổi trẻ em dưới 5 tuổi nhưng chưa có nhiều nghiên cứu về kết quả điều trị của viêm phổi trẻ em tại địa bàn tỉnh Nghệ An.,"Up to the present time, there are many studies on pneumonia children under 5 years old, but there are not many studies on the treatment results of pneumonia in children in Nghe An province.",Tính đến thời điểm hiện tại có rất nhiều nghiên cứu về viêm phổi trẻ em dưới 5 tuổi nhưng chưa có nhiều nghiên cứu về kết quả điều trị của viêm phổi trẻ em tại địa bàn tỉnh Nghệ An.,"To date, there are many studies on pneumonia in children under 5 yearsold, but there are few studies on treatment results of pneumonia in children in Nghe An province."
1483,"Có 4 phác đồ điều trị viêm phổi đã được sử dụng khi bệnh nhân mới nhập viện, trong đó có 2 phác đồ kháng sinh đơn độc và 2 phác đồ phối hợp kháng sinh với kháng sinh.","Four regimens for pneumonia have been used when the patient first arrived, including 2 antibiotic alone regimens and 2 antibiotic combination regimens.","Có 4 phác đồ điều trị viêm phổi đã được sử dụng khi bệnh nhân mới nhập viện, trong đó có 2 phác đồ kháng sinh đơn độc và 2 phác đồ phối hợp kháng sinh với kháng sinh.","There are 4 treatment regimens for pneumonia that have beenusedwhen the patient was admitted to the hospital, including 2 regimens of antibiotics alone and 2 regimens of antibiotics combined with antibiotics."
1484,"Ích Trí Vương ở cả 2 liều thử không gây ảnh hưởng lên men gan SGOT, SGPT, trong khi atorvastatin gây tăng men gan rõ rệt.","Two doses of Ich Tri Vuong did not effect SGOT and SGPT, while Atorvastatin induced a significant in there liver enzymes.","Cả 2 liều của Ích Trí Vương đều không gây ảnh hưởng lên men gan SGOT, SGPT, trong khi atorvastatin gây tăng men gan rõ rệt.","Both doses of Ích Trí Vương did not affect liver enzyme SGOT, SGPT, while atorvastatin significantly increased liver enzymes."
1485,Ích Trí Vương liều 180 mg / kg / ngày và atorvastatin 5 mg / kg / ngày giảm mức độ gan nhiễm mỡ trên vi thể.,Ich Tri Vuong 180 mg / kg / day and atorvastatin 5 mg / kg / day reduced the degree of liver steatosis in histological examination.,Ích Trí Vương liều 180 mg/kg/ngày và atorvastatin 5 mg/kg/ngày làm giảm mức độ gan nhiễm mỡ trên vi thể.,Ích Trí Vương at dose of 180 mg/kg/day and atorvastatin at dose of 5 mg/kg/day reduced the degree of hepatic steatosis on histology.
1486,"Từ khoá: Ích Trí Vương, gan nhiễm mỡ không do rượu.","Keywords: Ich Tri Vuong, Non-alcoholicfatty liver disease.","Từ khoá: Ích Trí Vương, gan nhiễm mỡ không do rượu.","Keywords: Ich Tri Vuong, nonalcoholic steatohepatitis."
1487,"Nghiên cứu nhằm đánh giá ảnh hưởng của viên nang mềm Ích Trí Vương lên các chỉ số lipid máu, men gan SGOT, SGPT và tình trạng gan nhiễm mỡ trên thỏ được ăn chế độ ăn giàu cholesterol.","The studies were designed to accessing the effect of Ich Tri Vuong on serum lipids level, SGOT, SGPT, and liver steatosis in histological examination in non-alcoholic fatty liver disease in cholesterol-fed rabbits.","Nghiên cứu nhằm đánh giá ảnh hưởng của viên nang mềm Ích Trí Vương lên các chỉ số lipid máu, men gan SGOT, SGPT và tình trạng gan nhiễm mỡ trên thỏ được ăn chế độ ăn giàu cholesterol.","The studyaimed to evaluate the effect of Ích Trí Vương soft capsules on bloodlipid indicators, liver enzymes SGOT, SGPT and hepatic steatosis in rabbits fed a high-cholesterol diet."
1488,Lô 1: Uống nước lọc 2 ml / kg / ngày.,Group 1: Oral administration (OA) with water 2ml / kg / day.,Lô 1: Uống nước lọc 2 ml/kg/ngày.,Group 1: Drinking 2ml/kg/day of water.
1489,"Lô 2: Uống cholesterol 0, 5g / kg / ngày, 1 ml / kg + nước lọc 2 ml / kg.",Group 2: OA cholesterol 0.5g / kg / day + water 2ml/kg.,"Lô 2: Uống cholesterol 0.5 g/kg/ngày, 1 ml/kg + nước lọc 2 ml/kg.","Group 2: Cholesterol 0.5 g/kg/day, 1 ml/kg + water 2 ml/kg."
1490,"Lô 3: Uống cholesterol 0, 5g / kg / ngày 1 ml / kg, + atorvastatin 5 mg / kg / ngày.",Group 3: OA cholesterol 0.5g / kg / day + Atorvastatin 5mg / kg/day.,"Lô 3: uống cholesterol 0.5 g/kg/ngày 1ml/kg, + atorvastatin 5 mg/kg/ngày.","Group 3: cholesterol 0.5g/kg/day 1ml/kg, + atorvastatin 5mg/kg/day."
1491,"Lô 4: Uống cholesterol 0, 5g / kg / ngày, 1 ml / kg + Ích Trí Vương 60 mg / kg / ngày.",Group 4: OA cholesterol 0.5g / kg / day+ ITV 60mg / kg/day.,"Lô 4: Uống cholesterol 0.5 g/kg/ngày, 1 ml/kg + Ích Trí Vương 60 mg/kg/ngày.","Group 4: Cholesterol 0.5 g/kg/day, 1ml/kg + Ich Tri Vuong 60 mg/kg/day."
1492,"Lô 5: Uống cholesterol 0, 5g / kg / ngày, 1 ml / kg + Ích Trí Vương 180 mg / kg / ngày.",Group 5: OA cholesterol 0.5g / kg / ngày + Ich Tri Vuong 180mg / kg/day.,"Lô 5: Uống cholesterol 0.5 g/kg/ngày, 1 ml/kg + Ích Trí Vương 180 mg/kg/ngày.","Group 5: Cholesterol 0.5g/kg/day, 1ml/kg + Ich Tri Vuong 180mg/kg/day."
1493,"Sau 8 tuần, Ích Trí Vương 180 mg / kg / ngày giảm cholesterol TP và LDL máu (p < 0,05), tương đương atorvastatin liều 5 mg / kg / ngày (p > 0,05).","After 8 weeks, Ich Tri Vuong decreasing total cholesterol and LDL equivalent to Atorvastatin 5mg / kg / day group (p> 0.05).","Sau 8 tuần, Ích Trí Vương 180 mg/kg/ngày giảm cholesterol TP và LDL máu (p < 0.05), tương đương atorvastatin liều 5 mg/kg/ngày (p > 0.05).","After 8 weeks, Ích Trí Vương 180 mg/kg/day reduced cholesterol and LDL blood (p<0.05), equivalent to atorvastatin 5 mg/kg/day (p>0.05)."
1494,"Mục tiêu: Mô tả mức độ nguy cơ một số rủi ro nghề nghiệp (RRNN) của điều dưỡng viên tại Bệnh viện K năm 2018 "".","Objective: ""Describe the level of risk of some occupational risks of nurses at K Hospital in 2018"".",Mục tiêu: Mô tả mức độ nguy cơ một số rủi ro nghề nghiệp (RRNN) của điều dưỡng viên tại Bệnh viện K năm 2018.,Objectives: To describe the level of risk of some occupational hazards of nurses at National Cancer Hospital in 2018.
1495,"Rủi ro bị lãnh đạo đồng nghiệp chèn ép, tai nạn khi đang làm việc, dị ứng / sốc khi tiếp xúc với hoá chất, stress công việc đều gấp hơn 3 lần so với nhóm ít tiếp xúc (p < 0,05).","The risk of being bullied by co-workers accidents while working, allergies / shocks when exposed to chemicals, and work stress are all more than 3 times higher than those of the less exposed group (p<0.05).","Nguy cơ bị lãnh đạo đồng nghiệp chèn ép, tai nạn khi đang làm việc, dị ứng / sốc khi tiếp xúc với hoá chất, stress công việc đều gấp hơn 3 lần so với nhóm ít tiếp xúc (p < 0.05).","The risk of being pressured by colleagues, accidents whenthey are working, allergic reactions/sickness when exposed to chemicals, work stress were 3 times higher than that of the group with less exposure (p<0.05)."
1496,Kết luận: Cần có những biện pháp can thiệp sớm để giải quyết nguy cơ rủi ro nghề nghiệp của điều dưỡng viên trong bệnh viện.,Conclusion: Early intervention measures are needed to address the occupational risks of nurses in the hospital.,Kết luận: Cần có những biện pháp can thiệp sớm để giải quyết nguy cơ rủi ro nghề nghiệp của điều dưỡng viên trong bệnh viện.,Conclusion: It is necessary to have early intervention measures to solve the occupational risks of nurses in the hospital.
1497,"Từ khoá: Nguy cơ rủi ro nghề nghiệp, điều dưỡng viên, bệnh viện.","Keywords: Occupational risks, nurses hospital.","Từ khoá: Nguy cơ rủi ro nghề nghiệp, điều dưỡng viên, bệnh viện.","Keywords: Occupational risk, nurses, hospital."
1498,"Phương pháp: Sử dụng phương pháp mô tả cắt ngang với cách chọn mẫu toàn bộ trên 370 điều dưỡng viên của Bệnh viện K. Bộ câu hỏi tự điền được thiết kế sẵn, nội dung bao gồm môi trường làm việc (tiếp xúc với máu, hoá chất, bức xạ, tiếng ồn, bụi, bệnh nhân...).","Methods: Using the cross-sectional description method with the whole sample selection on 370 nurses of K hospital. The self - filled questionnaire is designed, content includes: Working environment (exposure with blood, chemicals, radiation, noise, dust patients...).","Phương pháp: Sử dụng phương pháp mô tả cắt ngang với cách chọn mẫu toàn bộ trên 370 điều dưỡng viên của Bệnh viện K. Bộ câu hỏi tự điền được thiết kế sẵn, nội dung bao gồm môi trường làm việc (tiếp xúc với máu, hoá chất, bức xạ, tiếng ồn, bụi, bệnh nhân...).","Method: Cross-sectional descriptive method with total sample selection on 370 nurses of K Hospital. The self-designed questionnaire was used, the content included working environment (contact with blood, chemicals, radiation, noise, dust, patients...)."
1499,"Những rủi ro gặp phải (vật sắc nhọn đâm, đồng nghiệp chèn ép khiếu kiện...).","Risks encountered (sharp objects stabbed, colleagues pinched, lawsuits...).","Những rủi ro gặp phải (vật sắc nhọn đâm, đồng nghiệp chèn ép khiếu kiện...).","The risks encountered (sharp objects piercing, colleagues squeezing when complaining...)."
1500,Cách xử lý rủi ro gần đây nhất.,The most recent way to handle risks.,Cách xử lý rủi ro gần đây nhất.,The most recent risk management approach.
1501,"Kết quả: Nhóm làm việc 1 - 5 năm, 5 - 10 năm, 10 - 20 năm lần lượt có nguy cơ gặp RRNN 4,6 lần, 3,4 và 2,8 lần so với nhóm trên 20 năm.","Results: Groups working for 1 - 5 years, 5 - 10 years, 10 - 20 years, respectively, have 4.6, 3.4 and 2.8 times compared with the group over 20 years.","Kết quả: Nhóm làm việc 1-5 năm, 5-10 năm, 10-20 năm lần lượt có nguy cơ gặp RRNN 4.6 lần, 3.4 và 2.8 lần so với nhóm trên 20 năm.","Results: The group of working 1-5 years, 5-10 years, 10-20 years, and over 20 years respectively had the risk of developing carpal tunnel syndrome 4.6 times, 3.4 times and 2.8 times higher than the groupover 20 years."
1502,"Khối Nội có nguy cơ gặp rủi ro cao gấp 3 lần, khoa cận lâm sàng 2,06 lần so với khoa phòng chức năng (p < 0,05).","Internal medicine has a risk of 3 times higher, the subclinical department 2.06 times compared to the functional department (p<0.05).","Khoa Nội có nguy cơ gặp rủi ro cao gấp 3 lần, khoa Cận lâm sàng 2.06 lần so với khoa phòng chức năng (p < 0.05).","Department of Internal Medicine had 3 times higher risk of complications thanother departments (p < 0.05), Department of Clinical Laboratory had 2.06 times higher risk of complications thanother departments (p < 0.05)."
1503,"Nhóm tiếp xúc nhiều với hoá chất nguy cơ cao gấp 2,3 lần so với nhóm ít tiếp xúc và stress công việc, tổn thương khác lần lượt gấp 1,91 và 1,61 lần so với nhóm ít tiếp xúc (p < 0,05).","The group with high exposure to chemicals is 2.3 times higher than the group with little exposure to and stress at work, and other injuries are 1.91 and 1.61 times higher respectively, than the group with little exposure (p<0.05).","Nhóm tiếp xúc nhiều với hoá chất nguy cơ cao gấp 2.3 lần so với nhóm ít tiếp xúc và stress công việc, tổn thương khác lần lượt gấp 1.91 và 1.61 lần so với nhóm ít tiếp xúc (p < 0.05).","The group with highrisk chemical exposure was 2.3 times higher than the group with lowrisk chemical exposure and work stress, respectively 1.91 and 1.61 times higher than the group with lowrisk chemical exposure (p<0.05)."
1504,Nhóm nhiều công việc quá tải và áp lực tâm lý có nguy cơ mắc 10 loại rủi ro cao hơn so với nhóm tiếp xúc ít.,Groups with overload of work and psychological pressure have a higher risk of 10 types of risk than the group with little exposure.,Nhóm nhiều công việc quá tải và áp lực tâm lý có nguy cơ mắc 10 loại rủi ro cao hơn so với nhóm tiếp xúc ít.,The group with high workload and psychological pressure had a higher risk of 10 types of risks compared to the group with less exposure.
1505,"ĐẶC ĐIỂM LÂM SÀNG, CẬN LÂM SÀNG VÀ LIÊN QUAN GIỮA CHÚNG CỦA UNG THƯ DƯƠNG VẬT TẠI VIỆN K 2008-2014 TÓM TẮT Muc tiêu: Nhận xét đặc điểm lâm sàng, cận lâm sàng và mối liên quan giữa chúng của ung thư dương vật tại viện K 2008-2014.","CLINICAL, SUBCLINICAL CHARACTERISTICS AND ITS RELATIONSHIP OF PENILE CANCER AT K HOSPITAL 2008 - 2014 Objectives: Study some clinical - subclinical and its relationship of penile cancer at K hospital 2008 - 2014.","ĐẶC ĐIỂM LÂM SÀNG, CẬN LÂM SÀNG VÀ LIÊN QUAN GIỮA CHÚNG CỦA UNG THƯ DƯƠNG VẬT TẠI VIỆN K 2008-2014 Mục tiêu: Nhận xét đặc điểm lâm sàng, cận lâm sàng và mối liên quan giữa chúng của ung thư dương vật tại viện K 2008-2014.","""CLINICAL, SUBCLINICAL CHARACTERISTICS AND RELATIONSHIP BETWEEN THEM OF PENIS CANCER AT NATIONAL HOSPITAL OF OBSTETRICS AND GYNECOLOGY FROM 2008 TO 2014 Objective: To comment on clinical, subclinical characteristics and relationship between them of penis cancer at National Hospital of Obstetrics and Gynecology from 2008 to 2014."""
1506,Từ khoá: ung thư dương vật,Keywords: penile cancer.,Từ khoá: ung thư dương vật,Keywords: penile cancer
1507,"Đối tượng và phương pháp: Nghiên cứu hồi cứu và tiến cứu mô tả cắt ngang có theo dõi dọc 106 bệnh nhân được chẩn đoán xác định bằng mô bệnh học là ung thư biểu mô dương vật, giai đoạn I, II, III, được điều trị tại bệnh viện K từ 2008-2014.","Subjects and methods: A retrospective and prospective study on 106 patients were diagnosed by histopathology and were identified as penile cancer stage I, II, III were treated at K hospital from 2008 - 2014.","Đối tượng và phương pháp: Nghiên cứu hồi cứu và tiến cứu mô tả cắt ngang có theo dõi dọc 106 bệnh nhân được chẩn đoán xác định bằng mô bệnh học là ung thư biểu mô dương vật, giai đoạn I, II, III, được điều trị tại bệnh viện K từ 2008-2014.","Subject and method: Retrospective and prospective descriptive cross-sectional study with longitudinal follow-up of 106 patients diagnosed by histopathology as penile carcinoma, stage I, II, III, treated at National Cancer Hospital from 2008-2014."
1508,"Kết quả: Tuổi trung bình là 51,2 tuổi, tuổi mắc bệnh hay gặp là 40-70 tuổi, chiếm 68,9%, có thời gian mắc bệnh trên 6 tháng chiếm 72,3%.","Results: median age 51.2 years, disease common in people ageing from 40 to 70 years old (68.9%), duration of illness over 6 months (72.3%).","Kết quả: Tuổi trung bình là 51.2 tuổi, tuổi mắc bệnh hay gặp là 40-70 tuổi, chiếm 68.9%, có thời gian mắc bệnh trên 6 tháng chiếm 72.3%.","Results: The average age was 51.2 yearsold, the most common age was 40-70 yearsold, accounting for 68.9%, with a disease duration of morethan 6 months accounted for 72.3%."
1509,"Mức độ xâm lấn khối u ở T2 và T3 chiếm 38,7% và 52,8%, tương ứng.","The invasiveness of tumors in T2 and T3 is38.7% and 52.8%, respectively.","Mức độ xâm lấn khối u ở T2 và T3 chiếm 38.7% và 52.8%, tương ứng.","The degree of tumor invasion in T2 and T3 accounted for 38.7% and 52.8%, respectively."
1510,"Mô bệnh học của ung thư dương vật là ung thư biểu mô vảy chiếm 100%, độ mô học thấp (G 1,2) chiếm tỷ lệ cao 84%, độ mô học cao (G3, 4) chiếm tỷ lệ thấp 16%.",Histopathology of penile cancer is squamous cancer (100%).,"Mô bệnh học của ung thư dương vật là ung thư biểu mô vảy chiếm 100%, độ mô học thấp (G1, 2) chiếm tỷ lệ cao 84%, độ mô học cao (G3, 4) chiếm tỷ lệ thấp 16%.","Histopathology of penile cancer is squamous cell carcinoma accounting for 100%, lowgrade (G1, 2) accounts for a highrate of 84%, highgrade (G3, 4) accounts for a lowrate of 16%."
1511,"Tỷ lệ di căn hạch vùng chiếm 39,6%, tỷ lệ chưa di căn hạch vùng chiếm 60,4%. Giai đoạn I, II, III chiếm tỷ lệ tương ứng là 8,5%, 40,6% và 50,9%.","The low grade G1, 2 (84%), high grade G3, 4 (16%), lymph node metastases (39.6%), stage I, II and III (8.5%, 40.6% and 50.9%, respectively).","Tỷ lệ di căn hạch vùng chiếm 39.6%, tỷ lệ chưa di căn hạch vùng chiếm 60.4%. Giai đoạn I, II, III chiếm tỷ lệ tương ứng là 8.5%, 40.6% và 50.9%.","The rate of lymphnode metastasis accounted for 39.6%, the rate of no lymphnode metastasis accounted for 60.4%; stage I, II, III accounted for 8.5%, 40.6% and 50.9%, respectively."
1512,Mức độ xâm lấn khối u càng rộng thì thăm khám hạch bẹn trên lâm sàng càng rõ và cho di căn hạch vùng qua mô bệnh học càng cao.,"The wider invasiveness of tumors is, the more frequent clinical consultation and the higher lymph node metastases are by histopathology.",Mức độ xâm lấn khối u càng rộng thì thăm khám hạch bẹn trên lâm sàng càng rõ và cho di căn hạch vùng qua mô bệnh học càng cao.,"The wider the extent of tumor invasion, the clearer the clinical examination of the inguinal lymphnodes and the higher the rate of regional lymphnode metastasis through histopathology."
1513,"Kết quả: (1) Dưới nhóm T trung gian gặp nhiều nhất (56,3%).",Results: (1) The most common subtype is pre-T ALL (56.3%).,Kết quả: (1) Nhóm T trung gian gặp nhiều nhất (56.3%).,Results: (1) Group T intermediate is the most common (56.3%).
1514,"(2) 100% bệnh nhân có biểu hiện dấu ấn cyCD3, trong khi dấu ấn CD3 bề mặt chỉ xuất hiện ở 25% trường hợp.","(2) 100% patients express cyCD3, but surface CD3 can be seen in only 25% cases.","(2) 100% bệnh nhân có biểu hiện dấu ấn cyCD3, trong khi dấu ấn CD3 bề mặt chỉ xuất hiện ở 25% trường hợp.","""(2) 100% of patients had cyCD3 expression, while surface CD3 only appeared in 25% of cases."""
1515,"Các dấu ấn đặc trưng dòng lympho khác xuất hiện với tỷ lệ cao lần lượt là CD7 (68,8%), CD2 (56,2%), CD5 (50%) Từ khoá: LXM cấp dòng lympho T, kiểu hình miễn dịch, dấu ấn miễn dịch.","Other common T-cell markers are: CD7 (68.8%), CD2 (56.2%), CD5 (50%).","Các dấu ấn đặc trưng dòng lympho khác xuất hiện với tỷ lệ cao lần lượt là CD7 (68.8%), CD2 (56.2%), CD5 (50%) Từ khoá: LXM cấp dòng lympho T, kiểu hình miễn dịch, dấu ấn miễn dịch.","Other characteristic lymphocyte markers appeared with highrates of CD7 (68.8%), CD2 (56.2%), CD5 (50%). Keywords: T-cell acute lymphoblastic leukemia, immunophenotype, immunophenotypic markers."
1516,NGHIÊN CỨU SỰ BIẾN ĐỔI CHỨC NĂNG THẤT TRÁI Ở BỆNH NHÂN TĂNG HUYẾT ÁP CÓ KHUYẾT XẠ BẰNG SIÊU ÂM DOPPLER MÔ CƠ TIM TÓM TẮT Mục tiêu: Đánh giá sự biến đổi chức năng thất trái ở bệnh nhân tăng huyết áp có khuyết xạ bằng phương pháp siêu âm Doppler mô cơ tim.,SYSTOLIC AND DIASTOLIC LEFT VENTRICLE FUNCTION ASSESSMENT BY TISSUE DOPPLER ECHOCARDIOGRAPHY IN PATIENTS WITH PERFUSION DEFECTS IN SPECT STUDY Objective: Evaluating left ventricular function in the hypertensive disease with perfusion defects in SPECT by tissue Doppler echocardiographic.,NGHIÊN CỨU SỰ BIẾN ĐỔI CHỨC NĂNG THẤT TRÁI Ở BỆNH NHÂN TĂNG HUYẾT ÁP CÓ KHUYẾT XẠ BẰNG SIÊU ÂM DOPPLER MÔ CƠ TIM TÓM TẮT Mục tiêu: Đánh giá sự biến đổi chức năng thất trái ở bệnh nhân tăng huyết áp có khuyết xạ bằng phương pháp siêu âm Doppler mô cơ tim.,RESEARCH ON THE CHANGE OF LEFT VENTRICULAR FUNCTION IN HYPERTENSIVE PATIENTS WITH LEFT VENTRICULAR HYPERTROPHY BY DOPPLER ECHOCARDIOGRAPHY Objective: To evaluate the change of left ventricular function in hypertensive patients with left ventricular hypertrophy by Doppler echocardiography.
1517,Đối tượng và phương pháp nghiên cứu: Đối tượng gồm 47 bệnh nhân THA và 80 người bình thường (nhóm chứng). Các bệnh nhân này đều được làm siêu âm tim thông thường và siêu âm Doppler mô cơ tim.,"Subjects and Methods: We evaluated 127 patients with traditional echocardiography and TDI; among them, 80 as normal control subjects and 47 patients with hypertension.",Đối tượng và phương pháp nghiên cứu: Đối tượng gồm 47 bệnh nhân THA và 80 người bình thường (nhóm chứng). Các bệnh nhân này đều được làm siêu âm tim thông thường và siêu âm Doppler mô cơ tim.,Subjects and research methods: The subjects included 47 hypertensive patients and 80 normal people (control group). These patients were all subjected to conventional echocardiography and tissue Doppler echocardiography.
